State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,24/05/2024,400,1500,1500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,25/05/2024,500,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,26/02/2024,1000,1500,1500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,09/03/2024,1500,2400,2400,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,29/03/2024,1600,2500,2500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,30/04/2024,1500,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,02/01/2024,1000,1500,1500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,06/01/2024,1000,1500,1500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,20/01/2024,1200,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,29/01/2024,1000,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,30/01/2024,1800,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,01/02/2024,1500,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,05/02/2024,1000,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,17/02/2024,800,1500,1500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,20/02/2024,1000,1600,1600,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,01/03/2024,1000,1500,1500,78
